pool_idx;ulasan
1377;"""suka, dan udah sering ke sini"
1378;"paling enak nongki disini"""
1379;Tempat nongkrong yang aesthetic, makanan beratnya enak, untuk cofee/minuman aku pribadi so so aja. semoga pelayanan dan tingkat ramah mas-masnya bisa seasthetic tempatnya. trimakasih
1380;Tempat yang cukup nyaman untuk bawa anak kecil. Makanan ringan dan minumannya enak, sesuai lah dengan harganya 👍🏻 …
1381;"""Salah satu Tempat nongkrong yang asik, unik dan aesthetic di palangka raya, lokasi mudah ditemukan, area parkir cukup luas."
1382;"Untuk makanan dan minuman banyak pilihan dan sangat bervariasi, untuk rasa …"""
1383;"""The food is absolutely worth it! The grilled chicken is tender, the seasoning is great, and it comes with plenty of condiments. The drinks are decent; the strawberry cheese cream has a perfectly balanced flavor, but unfortunately, the …"""
1384;Coffee shop nya cozy, cocok untuk hang out sama teman-teman. Untuk minuman nya banyak pilihan, mulai dari kopi hingga cooktail. Ini salah satunya yang jadi best seller, Singnature White Hazel-Choco Latte. …
1385;Paling senang nongki disini karena deket banget sama rumah..untuk crewnya ramah2 walaupun nggak mandang outfit customers🥰 untuk makanan, minuman, & bakerynya nggak ada yang gagal..tempatnya cozy, apalagi WCnya bikin betah dan bersih😍 …
1386;Tempatnya enak dan tenang utk santai menikmati kopi sambil ngerjain skripsi atau nongkrong lama dll. Pilihan makanan dan minumannya jg beragam. Mo duduk didalam atau diluar ruangan sama enaknya. Buat foto2 jg bagus. Meskipun tempatnya …
1387;A great place to visit with your friends or family, enjoy the delicious meal or drink and funtalk with your partner or friends.  the place is nice, comfortable and cozy. …
1388;Makanan enak, CS baik dan cepat. Pertama kali ke sini pas weekend dan super crowded dan CSnya berantakan sampe ga jadi pesan. Kali ini mantap.
1389;Suka banget disini.. semuanya enak, gak ada yang gagal, porsinya pas, penyajiannya juga bagus. Coffee shop baru, tapi sudah bisa bersaing dengan yang lebih dulu buka.. suasananya ramai tapi teteup kondusif ya.. waitersnya ramah dan pelayanannya juga cepat.. banyak buibu gawl juga nih kesini 🤭😅 …
1390;Lumayan sering nongki disni, dekat dengan sekolah anak. makanan dan minuman lumayan enak, harga bersahabat
1391;"""Makanan, minuman & suasananya enak."
1392;"Pegawainya agak pendiam tapi ga masalah sih …"""
1393;Comfy Place to go, enjoying Delicious Snack and Drinks. Best view outdoor at 4-5 Pm 🌅 …
1394;"""Pelayanannya lumayan lambat"
1395;"Minumannya saja datang sekitar setengah jam lebih, bahkan snack nya sudah duluan diserve …"""
1396;Dari segi harga, snacks n drinks yang ditawarkan cukup terjangkau. Lalu venuenya sangat estetik, tersedia opsi untuk indoor dan outdoor. Cocok untuk kalangan karyawan dan sejenisnya yang sekedar mau hangout atau ada private meeting. Ada …
1397;Cafe yang paling sering ku datangin. Makanan beratnya enak semua👍 …
1398;Tempatnya bagus, makanan nya enak2, pelayanan nya ramah dan cepat
1399;Tempatnya enak buat nongkrong2 cantik, banyak spot buat foto2 yg instagramable~~
1400;Rotinya enak, service ramah tamah, dan juga enak buat bawa anak habis pulang sekolah karena daerahnya banyak persekolahan
1401;"""Cafe dengan suasana yg nyaman, dengan varian menu yang beragam. Jika ingin kesini sebaiknya reservasi terlebih dahulu, Cafe ini juga punya ketentuan yang harus diikuti , jadi pastikan kamu sudah membaca atau bertanya ke admin nya ."
1402;"👍🏼👍🏼 …"""
1403;Tempat sangat nyaman dan aestetic, menu makanan juga ber variasi dengan harga standar
1404;Coffe shop dg rasa 'serius' tp harga bersahabat. Bukan fans berat teh tp pas nyoba teh chamomile nya lsg jatuh hati 😍 …
1405;duh tolong bgt kalo owner nya suka bacain, minta tolong bgt di tegur karyawannya yang suka judgemental, baru masuk pintu aja udah di ketawain emang kenapa? ga pernah liat manusia ya karyawannya? ciri” barista yang judgmental yang bertatto, …
1406;Makanan nya enakk, tempat nya juga nyamann.
1407;Hampir semua menunya enak-enak ✨
1408;Pastrynya enak betul, pelayanannya juga ramah. Cafe yang bisa jadi rekomendasi bawa keluarga apalagi kalau yang rewel dan banyak mau, karna seramah itu dan mengusahakan selalu keinginan customernya
1409;"""Sebagai pengalaman"
1410;"Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …"""
1411;The cafe is good 👍. From my point of view, if lots of people come to a place, I consider it as a good place 👍. The service is also good 👍 …
1412;Tempat utk bersantai yg representatif dgn aneka makanan dan minuman kekinian.
1413;"""I've visited 3 different coffee shops in three days and arusta coffee stands out above the other two locations for 2 reasons; the ambiance and decor is outstanding and the drinks (strawberry soda and a iced Oreo matcha) were refreshing and …"""
1414;"""Tempatnya nyaman"
1415;Free wifi
1416;"Harga standard"""
1417;Gokill. Kerennn. Cocok buat nongkrong jaman now🤘👏 …
1418;Tiramisu was so good, katsu sambal matta nya harus dicoba.
1419;Asik buat nongkrong baik indooe atau outdoor, menu oke
1420;Gado-gado Madura yang bumbunya medok banget. Enak. Cuman siap2 ngantri apalagi jam makan siang.
1421;semua makanable tapi rasa tergantung lagi sama selera masing2 juga..but overall enak
1422;Good coffee, and good place to talk with friends
1423;Coffe shop ny cozy bgt enak dan banyak varian menu makanan dan minuman nya, betah lama lama disini pokoknya 👍👍 …
1424;Saint Petersburg itself is extraordinary, loves the mix platter. The onion rings tho, a bit pale and could use some color. Overall this place has various foods and drinks, with affordable price. Good outdoor ambience is a plus if you come in the evening. Will I come again? Absolutely.
1425;tolong diperhatiin kasirnya kalo orang pesan makanan diinput dengan hati, karena sudah pesan bbrp ternyata ada yg tidak keinput, kasian udah kelaperan trnyata ga dateng mkananya, karena uda close order jd gabisa pesen lagi.
1426;Suka banget beef ricebowlnya, tempatnya bagus buat foto2, lebih banyak outdoornya
1427;"""Semua oke👍 pake bngeett❣️"
1428;"Makanan minumannya sedap dan segar.. next dtng lg dech …"""
1429;"""Really tasty food. Coming from the states… it tastes like home 😍 I just wish that there were more vegetarian options."
1430;"Great and friendly service. …"""
1431;Makanannya enak, coffenya best dan suasananya instagramable.....
1432;Nice place nice ambience good food.
1433;"""Enak bangt cemilan semua pass bangat di lidah harga bersahabat ya teman"""""""
1434;Nice place buat ngobrol sambil makan. Ac nya mantap buat kota yg segini panasnya
1435;Makanan ny fresh dan enak
1436;Tempat nya bagus banget, pokoknya wajib di kunjungi untuk ngopi- ngopi cantik
1437;Coffe dan makanan nya enak.. tempat luas, tersedia tempat parkir mobil juga..
1438;Tempatnya dan minumannya enak. Cirengnya aja yg terlalu berminyak.
1439;Pelayanannya cepat
1440;Minuman dan makanan enak, harga standar. Tempat bagus
1441;hasil memuaskan,perlayanan sangat baik dan ramah😁👍💯 …
1442;Oke tempatnya
1443;"""Pesan makanan 1 jam gk diantar-antar , ditanya ke kasir katanya """"Lupa"""""""
1444;Cafe buat bersantai yg ramah kantong 🤩 …
1445;Mendadak jd tempat fav untuk makan kenyang ngopi santai..
1446;Almost perfect 😎 …
1447;Desain coffee okeh bgt,makanan enaakk
1448;Favorit sama Chicken Salted eggnya
1449;Enak disini
1450;"""""""Himalaya"""" must try,,"
1451;"Pastry recommended,,"""
1452;Tempatnya aesthetic
1453;butterscoth nya kurang
1454;Vibesnya enak
1455;Great Coffee and Roastery
1456;Recommended
1457;Like
1458;Kalau cari menu Western, disini pilihannya menu Western nya ok dan rasanya juga enak. Penyajian cepat. Tersedia aneka pilihan croisant dan Danish. Tempat nyaman, pelayanan cepat dan ramah.
1459;Awalnya pertama kali kesini karena diundang teman untuk bertemu dengan wisatawan asing. Tempatnya asik dan tidak terlalu bising untuk hangout, serta berada di pusat Kota Palangka Raya.Untuk menu bervariasi menyesuaikan dengan kebutuhan pengunjung.Recommended.
1460;A very cosy and nice place to eat and drink. The staff was very friendly and nice. We loved how the fine food and drinks were served. 5 stars!
1461;ke sini karena penasaran. waktu itu pesen caramel latte and suprisingly enakkk🥲, kopinya terasa, caramel ny gaa too much (please pertahanin) harga worth it sekali utk segelas kopi. utk makanannya aku pesen nasi goreng Kioto, enakk2 perpaduan nasgor+sate all worth it👌👌. bisa lah dijadikan salah satu tempat utk ngafe di pky!😍✨ …
1462;Buku menu nya bagus namun pas dipesa pada habis dan ga dibuat, lama banget masaknya, minumnya mahal dan isinya sedikit, dihidangkan duluan akhirnya menunggu makanannya datang minumanny udh habis, poor
1463;Makanan nya enak apalagi nasi goreng ayam tepung😭 tempat nya sangat nyaman dan tenang …
1464;Makanannya enak, minumannya ga cuma kopi.. cocok buat remaja nongkrong.. tempatnya instagramable jadi cocok buat poto poto
1465;"""Semua makanannya enak ..."
1466;"Cuman kopinya menurut saya kurang kental jadi terlalu encer..."""
1467;"""Cocok untuk tempat hangout &"
1468;"Sudah sering kesini"""
1469;Makanannya enak dan masih masuk akal harganya. Pelayanan ramah, tempatnya nyaman. Recommended buat nongki!
1470;Nongkrong disni tu asik banget,terutama buat kalian yg pengen meeting or arisan ama temn2 kalian sambil ngumpl...mba sma masnya ramah2 banget,recomend
1471;nice place to hang out with friend, the food, drink and coffee are also delicious..
1472;Termasuk salah satu tempat baru untuk pecinta kopi di Palangkaraya. Lokasi termasuk agak jauh dari pusat kota. Cukup luas dan lega bagi yang berkunjung dan menikmati pesanan di tempat ini.
1473;"""Pagi-pagi pengen ngopi santai, bingung mau kemana. Ini tempat yang pas gais. Dapat promo juga kalau datang pagi."
1474;"Ada makanan berat juga, ga hanya cemilan. …"""
1475;Tempat nongkrong yang nyaman. Bagus jadi lokasi shooting. Tapi kalau syuting di sini ada charge 50rb/org dlm bentuk beli makanan/minuman di sana. Masih wajar aja. Makanan dan minumannya enak2
1476;Tempatnya comfy buat nugas, kebab nya enakk💯 tp nunggu minumnya agak lama🥲 …
1477;Enak, mantap, rasa sesuai harga, hanya parkir sempit dan tidak ada yang atur, ada ruang Ac dan terbuka..ramai
1478;"""Seru, asik untuk ngerjain tugas. Minuman greenteanya enak untuk yang gak suka kopi. Lain kali pengen coba pesan Caramel Latte, sama Pasta, juga Kebab."
1479;"Ini tampilan di depan jalan masuknya."""
1480;𝚃𝚎𝚖𝚙𝚊𝚝 𝚗𝚢𝚊 𝚗𝚢𝚊𝚖𝚊𝚗 𝚍𝚊𝚗 𝚖𝚊𝚔𝚊𝚗𝚊𝚗𝚗𝚢𝚊 𝚎𝚗𝚊𝚔 …
1481;Tempat nya elegant...  Nyaman banget buat santai atau pun kumpul-kumpul sama teman atau rekan bisnis.
1482;Tempatnya bagus. Kopinya enak. Makanannya enak
1483;suasana tempatnya lumayan bagus
1484;Mesan beef teriyaki lama banget satu jam
1485;Nice place...baru tau ada tempat bagus kygni sembunyi disini..
1486;"""Good Place, good Coffee and Ambience."
1487;"But their Chair was not too comfortable."""
1488;"""Perlu dibanyakin terkait ready menu di cafenya mas... krn snack hanya ready kebab aza tadi. Yahh ...khann"
1489;"Pdhl ini jadwal malam mingguan...syg bangett"""
1490;So far so good, kopinya enak makanannya apalagi, jarang2 coffeshop provide public wifi, kurangnya hanya jauh dari rumah😂 selalu sukses & bisa buka cabang more anywhere …
1491;Suasana santai, nyaman, bersih dan estetika
1492;Nyaman tempat nya. Menu-menunya juga enak dan recommended. Pramusaji nya ramah-ramah. Saran saja, tolong pasang papan nama dong di samping jalan, karena pertama kali ke sana harus putar putar mencari karena tidak ada papan namanya. Ternyata …
1493;Very nice hidden gem! Not only do they have good coffee and ice tea, the food was also great! I can recommend the kebab.
1494;Saya terbiasa mengerjakan tugas atau paper dalam suasana yang cozy. Coffee shop memang sedang menjamur di Palangka Raya, namun yang cukup nyaman dan tenang hanya ada di sini. Dengan barista yang ramah, anda akan dihidangkan kopi dengan …
1495;Makanannya enak banget. Tempatnya comfy untuk jadi tempat ngobrol ataupun kerja.
1496;Lovely place but the chair are not so comfortable, i think it supposed to keep the customer circulation move faster. Just tried the green tea latte and aglio olio, both were great for me. Just the spaghetti need to be less spicy.
1497;makanan, kopi, suasana keren dan mantap, tapi tolong parkirnya ditata donk.... 👍 …
1498;Tidak ramah pelayanannya, kasirnya marah' terus sama customer
1499;Hidden Gem Coffe shop favourite in town
1500;Tempat bersantai sambil menikmati hidangan dan minuman bisa menjadi pilihan
1501;Tempatnya bagus dan nyaman makanan enak² tapi ga sesuai dengan dompet mahasiswa
1502;Tempatnya enak buat santai
1503;Nggak bakal nyesal ke sini karena minuman dan makanannya enak²!
1504;Tempat santai dan tenang.. cocok buat yg pengen jauh dari kebisingan untuk bersantai.
1505;Menu banyak, rasa enak harga terjangkau. Tempat nyaman
1506;"""pelayanannya baik, ramah."
1507;"susunan kursi agak kurang nyaman, karena menumpuk di pojok2."""
1508;Enak buat santai, instagramable
1509;Kalau nyari sesuatu yg beda, disini tempatnya, selain coffee ada non coffee dan makanan ringan/berat buat nemenin kalian
1510;☕🤝👌 …
1511;Rawonnya enak
1512;Jatuh cintaaa sama menu kebabnya! 🤩 waaaa sangat rekomended wajib dicoba hehe …
1513;Tempatnya yg nyaman buat Santai & ada tempat parkirnya yg luas juga aman
1514;Instagramable banget, menu kopi & desert nya jga Rekomended
1515;Tempatnya bagus, cocok untuk santai sambil berkerja.
1516;Good food, good place
1517;tempatnya sangat representatif dan menu bervariasi...
1518;vanilla Frozen nya enak
1519;Tempat enak dan nyaman buat santai 👍 …
1520;Nice coffee , Ambeince , room AC need to be improved
1521;Really comfo, excited !!!
1522;Green tea nya enak
1523;Pelayanan dan desain tempat oke
1524;Tempat yang keren abis di Palangkaraya
1525;temaptnya bagus..
1526;Aestetik banget tempatnya....
1527;Ok banget
1528;Place nyaman buat nongki
1529;Lampu di luar kurang terang
1530;Sedang lambatnya
1531;Good coffee, cozy night place
1532;Bersih rapi dan nyaman
1533;Lingkungan nyaman
1534;enak enak!
1535;nice place for hangout
1536;Fav mocha salted
1537;Cozyyyyy adem juga
1538;comfortable place
1539;good taste..
1540;kopi spesial dan tempat yang nyaman untuk sekedar nongkrong atau mencari tempat bersantai sendiri 🙏🏻 …
1541;santuy bertaruh santuy
1542;Naaiiiisss
1543;"""Kasih masukan buat ownernya.."
1544;"Kedepannya waiter di briefing agar lbh fokus mengurutkan bill pemesan, jd ga salah urutan antar orderan.. …"""
1545;Tempat nyaman, makanan dan minuman enak, pelayanan ramah, pas banget yg gabut kesini aja nongki atau klau sibuk gasempat nongki bisa drive thru ga perlu turun dari kendaraan🤭 …
1546;"""Tempat nyaman buat nongkrong"
1547;"Makanan dan minuman nya enak2"""
1548;Bakal terus balik lagi sih, habis ngantor pengen minuman yang seger-seger cuman di sini
1549;Makanan enak. Tempatnya bagus. Recommended!!!
1550;Makanannya enak. Kopinya enak....
1551;Tempat enak buat kumpul keluarga
1552;best kopi carmela 🫴🏻✨ …
1553;Mantap🤩🔥 …
1554;Kafe terbaik di Dipalka 😍 …
1555;Tempat yang bagus untuk nongkrong
1556;"""Kopinya enak, ambiencenya oke banget, decornya selalu cantik. Rasa kuenya standar, tapi ini kan sesuai selera ya, kalo menurut teman enak."
1557;"Sangat disayangkan servicenya bikin experience ga nyaman ya, kasirnya jutek, nanya detail minuman dijawabnya lihat saja di layar di dinding. Menu yang saya lihat di standing acrylic di meja kasir, sedangkan ternyata ada menu detail di gadget dan layar di dinding. Kan bisa dijelaskan baik-baik, atau dari awal diarahkan untuk lihat menu di layar kalau memang gamau menjelaskan."""
1558;"""Kalian harus banget sih nongkrong cantik disini. Harga standar cafe kotaan lah. Kue-kuenya juara, pilihannya banyak, minumannya enak, penyajiannya cantik estetik pokoknya"
1559;Pilihan kue mulai dari customized kue ultah dkk, short cake (coklat, kopi, keju, red velvet ada semua), cookies juga ada
1560;"Yang dari luar kota juga mesti banget mampir kesini ya"""
1561;Selalu kesini setiap ke PKY. Sukaaaaaa banget sm kopi pistachionya (lupa namanya apa). Menunya variatif dan unik-unik. Ambiencenya nyaman pol, dekornya selalu effort dan estetik bgt 😍
1562;aku suka sekali konsepnyaaa, bener2 detail dan cantik bgtt. pengen semua rasanya. harganya emg pricey tpi utk sesekali its okay karena emg enak2 semuaa apalagi kue yg slicenya. kopinyaa jg enak2 dan non kopinya aku sukaa yg cokelat.
1563;Cafe yg ideal utk foto2 bersama pasangan, teman ataupun keluarga dgn konsep desain indoor dan outdoornya yg unik, estetik dan tiap sudutnya begitu instagramable. The price is a bit stiff, but it's worth the money. Sure, you can get premium sweet foods here.
1564;semua yang di sajikan worth it.. di kota ini ada macam kue, pastry dan minuman yang profer banget ga kalah sama kota2 besar
1565;Mungkin ini satu-satunya tempat dipky yg vibesnya estetik dan edgy banget.. Menu-menunya juga bener2 kerasa premium dari toko yang lain. Kalau mau ngerasain sensasi makanan resto bintang 5, wajib sih kesini...
1566;Merasa tenang dengan musik lembut, suasana cantik untuk di nikmati, Segelas es Americano dan garlic bread membuat mu santai di sore hari
1567;Aesthetic Haven: “Desain interiornya super Instagrammable! Selain itu, kopinya juga juara. Harus coba! ☕📸 #AestheticCafe #CoffeeShopGoals” …
1568;Sweet tooth di palangkaraya wajib coba dessert di Petunia. Rasa kuenya di sini pas, jadi ngga enek. Apalagi yang topping buah2, rasanya fresh. Menu minuman merry berry (cmiiw) juga seger. Indoor dan outdoornya juga oke banget buat nyore
1569;Suka banget sama konsep tempatnya ✨
1570;Pesan jam 8 datang nya jam 10, pas didatangin malah ga ada minta maaf dan muka malah merengut ke saya, makanan nya enak tapi pelayanan jelek banget ewww
1571;Tempatnya nyaman dan estetik🌼💮 …
1572;pelayanan nya kurang , lama banget pesanan jadi
1573;Menyenangkan 😚 …
1574;Pelayanan nya bad
1575;"""Telah menunggu rumah pencuci mulut di Pky.."
1576;"Petunia menjadi hadiah kecil untuk pecinta makanan manis seperti saya.. …"""
1577;"""Makanannya lumayan, tapi terlalu manis."
1578;"Pelayanannya lama dan kacau, sepertinya perlu ditingkatkan."""
1579;Dessertnya worth to buy
1580;"""Lumayan enak mkn di sini,nongkrong juga enak."
1581;Tapi sayang mie hainan dan sambel nya terasa asin sekali.Menu cafe dan resto jadi utk makanan berat nya porsi nya sedikit bgtz.Klo KopiTiam di luar daerah berlimpah 😁😁.
1582;"🙏🏻🙏🏻"""
1583;Enak banget makanannya
1584;So sad pertama kali kesini dapat bad impression. Dapat rekomendasi dari yang pernah kesini sebelumnya kalau jadi salah satu tempat bagus disini. Pertama pesen fine aja
1585;tempatnya asiik buat nyantai dengan konsep mirip era 80''s
1586;Pertama kali ke sini karna pas lwt ngeliat ada tmpt yg view nya bagus dan kayaknya enak. Tp sangat mengecewakan. Pertama pesen fine aja
1587;Konsep tempatnya oriental bgt
1588;Selalu suka sama Kopi susu dan Nasi Telur di sni
1589;Tempatnya cukup nyaman
1590;Makanannya enak
1591;Tempat nya seperti rumah
1592;"""makanannya manteb, minumannya juga manteb"
1593;"sering kesini buat deliv aj/pesen dr grab/gofood kalo siang summer vibes banget deh hehe"""
1594;Makanan enak
1595;"""tempatnya vibes 90an"
1596;"makanan minumannya enakkk n affordable😻 …"""
1597;Tempat nya bagus
1598;"""Layanan nya bagus tapi lama pesanan makanannya keluar"
1599;"Dari jam 8.30 baru keluar semua makanan nya 9.30"""
1600;"""Enak enak senua ih"
1601;"Kesel wkwkkw"""
1602;Pisang gorengnya Juaraa....
1603;tempat ini sangat homie dan cocok untuk semua kalangan. baik keluarga
1604;Menurutku kafe ini lumayan.. Dengan aneka. Minuman teh plus kopi berbeda dari kafe lainnya... Tawaran makanan berat plus cemilan yg juga mengenyangkan dan rasanya juga tidak mengecewakan... Cukup layak buat sering didatangin..
1605;tempatnya nyamann bangettt buat ngumpul reunian sama temenn atauu makan sama kluargaa😍 Teh Tarik & Milo melayuunyaa bestt siii untukk aku si pecintaa maniss😚💘 Ayam Goreng Sambel ijo dan Roti Bakar Kaya nyaa jugaa ga kalah best siii‼️😚💘 …
1606;Makanannya enak
1607;"""Makanan enak, minuman enak, lokasi bagus,.cocok lah untuk santai,."
1608;"Saran, fasilitas kurang musholla, waktu pertamakali datang, musholla bisa digunakan, kedua kali datang sudah tidak bisa lagi digunakan. Semoga mushollanya segera bisa digunakan kembali."""
1609;"""tempat nya strategis karena deket dg kantor dan makanan nya termasuk worth it to buy untuk anak kuliahan"
1610;"saran, untuk tempat nya di bikin lebih asri supaya lebih adem"""
1611;pertama kali kesini dan kayak nya bakal jadi tempat favorit
1612;tempatnya enakk
1613;"""Makanannya lama sekali, sampai2 ada yg lgs ninggalin makanannya tp blg2 lagi"
1614;Hrsnya pemiliknya stand by apalagi msh awal pembukaann
1615;"Yg dtg msh review jd byk penilaian"""
1616;Tempatnya nyaman ada outdoor ada indoor
1617;tempatnya nyaman dan enak buat ngumpul bareng temen temen
1618;Makanannya simpel dengan rasa yang cocok di lidah. Must try pisang madu nya. Cocok nih jadi tempat sarapan
1619;makanannya enak minumannya juga enak pelayanannya cepat tempatnya bersih dan nyaman the best pokoknya
1620;Tempatnya santai cocok buat bersantai bersama teman
1621;ENAK BGT PLS HUHU MAKANAN NYA
1622;Kopi butternya wenakkk. Strong banget campur gurih. Makanannya enak juga dengan harga affordable. Tempatnya luas dan nyaman. Recommended!
1623;Rekomen utk tempat hang out bersama teman sambil ditemani makanan ringan dan berat
1624;Super² lama baik pesanan offline atau online
1625;tempatnya ya lumayan bagus
1626;Tempat estetik
1627;Makanannya enak enak
1628;Tempatnya comfort bangett
1629;YESSIRRRR TEMPAT PALING NYAMAN
1630;Tempat nya enak
1631;❤️❤️❤️
1632;Lokasi cukup santai utk menghilangkan kepenatan
1633;tempat nya nyaman makanan enak
1634;Menunya masih tergolong lumayan mahal namun tempatnya lumayan keren
1635;Lokasi bersih dan santai
1636;harus banget cobain pisang goreng madunya sih ☝🏼 …
1637;Makanan dan minuman serta tempat nya mantapnyoooo
1638;tempatt cozyyy
1639;tiap balik olahraga selalu enjoy mampir di sini
1640;nyaman bangettttt buat qt an😍 …
1641;Tempatnya asik tema chinesee gitu
1642;Kopi Butter nya lembut Banget 🌟 …
1643;Tempat nya terang dan terbuka
1644;Sangat tidak ramah
1645;Kopi butter enak...
1646;mantap sekali!
1647;enak tempatnya
1648;Mantap juga nih
1649;✨✨✨
1650;suasananya adem
1651;gacor
1652;Tenang & nyaman
1653;Enak mantap
1654;"""Dikelola oleh tim yang sama yang memiliki About Something, mereka tahu permainan mereka."
1655;Menu dan konsepnya dirancang dengan baik. Harganya sangat terjangkau dan sesuai dengan situasi pasar Palangkaraya.
1656;Semua makanannya enak, favorit pribadi saya adalah Pisang Goreng Madu dan Roti Bakar Srikaya. Sayang sekali sebagian besar minuman mereka terlalu manis untuk saya (tapi ini sepenuhnya bersifat pribadi). Biasanya saya hanya memesan kopi hitam atau es teh tanpa pemanis.
1657;"Satu hal utama yang perlu mereka perbaiki: waktu layanan. Mereka menyajikan makanan dalam waktu 30 menit hingga satu jam setelah kami memesan. Di luar jam sibuk masih menunggu 30 menit. Saya tidak tahu apakah ini masalah SOP atau staf, tapi ini bisa menjadi masalah dalam jangka panjang. Tolong segera perbaiki."""
1658;Tempatnya indah dipandang
1659;Wow
1660;Kimochiiii
1661;rekomen banget. tersedia indoor dan outdoor, cocok untuk yang ga terlalu suka keramaian karena di sini cafenya tenang, makanannya enak, dan harganya terjangkau juga🤩🙌🏻
1662;"""Tempatnya standar, tp makanannya enak."
1663;"Minumannya lumayan"""
1664;Makanan enak suasana nyaman pelayanan ramah dan baik serta parkiran luas
1665;"""pesan kopi butterscocth creamy dan cukup kerasa"
1666;"suasana juga enak untuk nongkrong bersama teman dan pas malam Minggu juga ada live musicnya"""
1667;Ayam teriyakinya kaya beda dengan rasa2 ayam teriyaki pada umumnya, sedikit asin, kerupuk basahnya enak, pas, gak bau , coffee caramel macchiato, di lidah aku kemanisan, coffeenya kurang berasa karena manis banget, tapi secara keseluruhan, enak semua, apalagi tempatnya adem, bagus, semoga bisa berkembang selalu
1668;Akan menjadi tempat favorit buat nongkrong with bestie 😊 …
1669;Makanannya enak2 dan minumannya enk jg.ada ruangan acnya jg jd enk nongki bw keluarga disni
1670;Tempatnya nyaman dan luas. Makanannya enak, minumannya enak. Cukup rekomen buat nongki2 sama temen
1671;Tempatnya sejuk sangat recommended, menunya enak enakk, ada VIP room cocok buat meeting/karaokean bareng temen, ada sofanya juga enak buat santai
1672;Disini makanan, cemilan dan minuman enak semua. Apalagi nasgornya 👍👍 cocok juga nongki dgn teman atau quality time bersama keluarga.
1673;Bejana OK banget sekarang, pelayanannya ramah dan gercep juga. tempat dan suasananya enak buat wfc ataupun kumpul-kumpul. duduk dicafe ini sendirian tetap betah sih. ada meeting room , indoor dan outdoor
1674;sebaiknya ditambah ruangan utk privacy meeting.,
1675;Baru pertama kali di sini tempatnya nyaman buat santai nongkrong sambil kerja next time ke sini lagi👍 …
1676;Kopinya Wenak, mknanx jg ok.. Tempatx bersih sejuk dan estetik untuk fto2
1677;Recomended
1678;Silahkan datang dan selamat mencoba.., saya kehabisan kata2 untuk menjelaskan semua tentang kwalitas makanan di tempat ini. Semoga mereka bisa cepat memperbaikinya dan bisa merekrut orang yg tepat di bidangnya..
1679;Cari cafe dengan parkir luas, nyaman dan enak buat ngobrol datang aja ke cafe ini
1680;"""Cozy, nyaman.. Tapi kurang """"eye catching"""" Jadi kalau orang baru lewat tidak terlalu kelihatan.."""
1681;Mampir garap tugas kuliah disela perjalanan dines
1682;"""Kopinya"
1683;"Pelayanannya …"""
1684;Tempatnya bagus,makanannya enak
1685;vietnam kopinya enak.cobain deh
1686;Suasana nyaman dan nyaman😁 …
1687;Keren dan nyaman tempatnya.
1688;Sangat puas dengan semua hidangannya. Menu kafe sebagian besar adalah makanan Cina dan rasanya sangat enak. Kami lebih menyukai makanannya daripada minumannya. Ada yang perlu kalian tingkatkan, mulai dari kualitas bahan dan teknik …
1689;Tempat yang nyaman!
1690;Menyesap
1691;"""Kopinya lumayan, harga juga bersaing, parkirnya besar.."
1692;"Kucingnya gendut2 dan sehat.. …"""
1693;"""makanan nya sih enak enak ya, pelayanannya cukup lama pdhl cuma saya pelanggan yg beli waktu itu."
1694;"but sorry to say didalem ko bau pup nya nyengat bgt yah, rencana saya mau ngadem …"""
1695;One of the best hidden gems in town! Lovely place! So good for hangout with a friend or some friends. The prices are affordable. Try the dim sum and you’ll love it! So recommended!
1696;Suasana tempatnya nyaman dan cozy. Makanan (dimsum) nya enak. Kopinya enak juga.
1697;Minimalist, comfy and spacious. The food also delicious
1698;"""Positif : Pegawainya ramah, minumannya enak."
1699;"Netral : Bagi pecinta kucing pasti betah karena banyak kucing, tapi bagi yang gak begitu suka bakal sebaliknya. …"""
1700;Tempatnya adem, kopinya enak👌🏻 …
1701;"""*Coffee Shop dg konsep yg otentik"
1702;"*Manual proses lebih menekankan ke jati diri dan knowledge mereka ..bukan kaleng- kaleng ⭐ …"""
1703;Enak, kami pesan dimsum mentai, kue dan beberapa minuman selain kopi.. rekomended
1704;The place is great, spacious, especially the outdoor. The menu had standard prices between 20k-30k for drinks and food. Dimsum taste great. Indoor room was too hot. They use ac and yet its still too hot.
1705;Enak bets untuk santuy dan cemilan dimsumnya enaakkk 🤤🤤 …
1706;Sejauh ini cafe yang nyediain dimsum yang enak selain minumannya. Biasa kalau udah ngk ada ide mau kemana tanaka pasti jadi pilihan kalau mau nyemil enak dan nongkrong asyik
1707;Suasana cozy, cocok untuk nongkrong bareng teman-teman. Ramennya enak banget🫶 Porsinya besar jadi bikin kenyang …
1708;Instagrammable banget tempatnya. Terus paling suka beli dimsum kalo disini, enak 😂 …
1709;The staff was really friendly and everything in it was amazing. The drinks, the foods, and the interior is cozy. Best visit time is at night time and my favorite drink is the Sakura Latte. Kudos Tanaka Coffee! まったね❗️✨️
1710;Tempatnya mantap, pelayanan juga sangat bagus. Menu yang ditawarkan sesuai✨
