ulasan;label
"Tempatnya cukup bagus ..ada tenda ada pondokanx..nuansa alam terbuka...cocok utk bersama keluarga maupun teman2..tp musik livenya mungkin terlalu kencang
Datang keduakalinya pesanan makanan tdk datang2 sampai 1jam an ..saya pikir karna terlalu ramai mlm minggu..eh pas pesanan dtg bilangnya catatan psanannya ga keliatan..";negative
Tempatnya enak walau ga terlalu luas. 2 kali dateng selalu outdoor, klo malem diatas jam 9 dingin. Dibawah itu klo cuacanya panas bakal panas karna gada angin. Minuman enak dan terjangkau, pelayanan ramah. Pembayaran cash(lupa bisa kartu apa engga) dan gada wifi;neutral
Suasananya nyaman tenang, cocok banget untuk ngobrol santai dan meeting yang tidak terlalu serius. Makanan nya juga lebih berkelas terbukti berkualitas tentu saja sesuai harga. Mereka bilang ada harga ada rupa. Untuk yang outdoor juga keren …;positive
Awal nya penasaran dengan nama cafe nya, ‘Taguk Ha.’ unik sekali. Banyak variant menu minuman dan makanan ringan dan harga terjangkau. Banyak spot untuk duduk-duduk, ada indoor dan outdoor. Free wifi dan  ada beberapa permainan yang mereka sediakan.;positive
Hot plate nya enakkk dan murah. Cm untuk minuman nya kurang bgt rasanya;neutral
Suasana nya cukup baik tapi yang bikin badmood sepanjang nongki disini sambutan kasir nya yg kurang baik mas2 yg berkumis belum pesan udah ditegur dgn nge-gas;negative
bisa bikin candu  ❤;positive
waktu itu pesen yang tuna mayo enaakkk …;positive
Gak cuman cocok buat nongki,tapi emang buat makanan yang bikin kenyang ituu Alasa sabi sihhh. Jujur😌. Ayam bakar Taliwang emg jdi favorit bgt tiap kali ke Alasa🫶🏻 …;positive
Lama pesanan online;negative
"Buka 24 jam mantaps.
Rasanya kopinya standar lah, makanannya lumayan. Tempatnya enak";positive
pelayanan sangat tidak ramah malah ngatain pengunjung, bukan cuman satu ngatain rame rame lagi hampir seluruh pelayan nya,kalau memang tidak suka bisa di omongin langsung secara baik baik;negative
Butuh penyesuaian lagi untuk minuman dari menu selain non-coffee, karena tidak seimbang antara produk yang disajikan (taste, volume, garnish, etc) dengan harga yang harus dibayar. Dengan harga >20k saya akan pilih pergi ke Excelco atau …;negative
suasana rame tapi nyaman trus orderan nggak pake lama;positive
Lumayan. Pesan hot coffe tapi gak sepanas itu😅😅 …;neutral
servisenya jelek bgt, mentang mentang cafe baristanya pada kaya nongki. pesanan teledor, nunggu 30 mnt lebih kirain krn emg lagi banyak yg mesan. rupanya krn pada miskon;negative
Main course Beff Bulgogi nya enak,,buat nunggu sambil mobil dicuci memang cocok,,, Tapi SANGAT disayangkan Nyuci Mobil Antrian Ke 5 nunggunya sampe 3,5 jam... Tolong kecepatan Carwash nya lebih d perhatikan, boleh lah tenaga Kerjanya di tambah😪😪 …;negative
sama saya kemaren sering nyuci mobil di sini, sering di nego terus, padahal cuman pasir dikit aja, dgn alasan klo kotor ada biaya tambahan, klo bersih buat apa saya nyuci mobil. buat owner nya lain kali di perhatikan lagi deh karyawan nya.;negative
Pelayanan disini enak, cuma wifi sering penuh, suara penyanyi juga mantap, sangat nyaman untuk dinikmati, jam buka saat malam minggu sampai larut jadi cocok untuk menghabiskan malam bersama rekan;positive
Makannannya enakk, menunya juga banyak, jadi ga pusing mau makan apa:));positive
"Menunya enak.
Sayangnya pesanan harus ambil sendiri.";neutral
makanan sedikit hambar, rasa lemon tea nya pas tidak terlalu kecut, tempat lumayan nyaman, tidak terlalu ramai.;neutral
Toast nya mantul👍, waktu itu pesen yang tuna mayo enaakkk …;positive
Makanan & minuman oke rasanya jg banyak pilihannya, cmn sygnya kurang nyaman buat bawa baby krn ga ada kursi duduk baby kayak di restoran/cafe lain.. Jadi agak susah kalo mau naruh baby nya & harus bawa stroller sendiri.. Selama ini sih …;neutral
Dibelakang tamannya nya lebih terang, adem banyak kipas sama colokan 👌👌👌 …;positive
Petunia menjadi hadiah kecil untuk pecinta makanan manis seperti saya.. …;positive
Pertama kali coba nyuci mobil disini, emang udah dibilangin untuk uang receh di bawa, cuma saya sengaja hanya di pindah aja masukin box di mobil, eeh ilang seuang logam 1000an :) …;negative
Oke, sudah beberapa kali kesini;positive
Soal rasa udah oke gak kalah sama trusted brand lainnya. Ga perlu ragu lagi. Passs 🤗;positive
They forgot to made our order, bad services.. not recomended;negative
Siang jam 11.20, Nyobain karena ada iklannya di Ig, pesan special chicken steak, ayam kentang, telur dan saosnya Alhamdulillah bisa dinikmati, sayuran bekunya sayangnya basi, pas lagi nunggu makanan datang ternyata cafeenya punya pet dogy yang lagi santai di outdoor dan suasana indoornya kurang sejuk (lumayan agak meleleh keringat);negative
Pelayanannya lumayan lambat;negative
Cafe nya tambah nyaman;positive
pelayan nya kurang ramah senyum,tapi gapapa,karna makanan nya enak tempat nya aesthetic, bisa buat nongkrong,nugas dll;positive
Tempatnya oke, tapi untuk minumannya b aja. Murah sih, jadi sesuai aja.;neutral
Karena agak masuk ke dalam, jadi tenang. Nggak terlalu banyak orang. Suka banget suasananya;positive
Masih kurang komplit varian minuman+cemilannya.,;neutral
"Cafe ngopi yang nyaman
Bisa bikin acara formal juga, meeting kecil
Makanan nya enak …";positive
Cafe yang selalu aku kunjungi (lagi dan lagi), suasananya ok, klo mau berdua sama suami ya bisa di luar, klo bawa anak2 ya duduk di dalam,,,,, makanannya cocok 👍 lbh suka camilannya sih di sini, dan andalan aku tuh minumannya_hazelnut 🤩 ga prnh ketinggalan ambil ini tiap kali datang 😙 + selalu selfie di cerminnya 🤭 …;positive
Kue dan dessert2nya enak, cm untuk makanan beratnya agak kurang rasanyaa;neutral
Not bad, i like the concept;positive
"makanan nya sih enak enak ya, pelayanannya cukup lama pdhl cuma saya pelanggan yg beli waktu itu.
but sorry to say didalem ko bau pup nya nyengat bgt yah, rencana saya mau ngadem …";negative
Sangat tidak ramah, diminta tolong bantu antarkan cake ke meja depan aja kada mau, dengan dalih self servis, tolong tingkatkan lagi pelayanannya;negative
Pelayanan tidak ramah, masa ngasih asbak rokok main lempar terus waktu ngantar pesanan sambil ngerokok kurang etis banget untuk sebuah usaha yang bergerak di bidang pelayanan;negative
"Tempat yg nyaman dan enak untuk nongkrong dan bersantai. Sukses terus.
Tapi syangnya wifi tdk ada.";positive
Pelayanan lebih ditingkatkan.,;neutral
Tempatnya tenang, harga snacks & drink-nya nggak mahal;positive
"Minuman sama makanannya enak
Parkirannya luas, cafenya juga luas
Minusnya kalau malam kadang agak berisik banyak yang main game🥲 …";positive
masukan, untuk karyawan kitchen nya. makanan yg saya beli tadi nasi nya masih mentah dan masih di serving.;negative
Buat yang pingin nongki tapi gak jauh dari tempat kerja, ini bisa jadi salah satu rekomendasi cafe yang bisa kamu kunjungi. Minumannya enak, indoornya dingin, terus bisa sekalian main mini Golf ala2.;positive
"bakminya enak, kopinya nendang, pelayanannya ramah, dan suasananya cukup nyaman.
buat gerbang parkir keluar mungkin bisa diberi tanda atau plang kalau itu arah …";positive
Ada semi-outdoor jadi kalo ujan aman, parkir gratis, harga salah satu yang termurah.;positive
"Tempat santai yg nyaman,

Saran nnti klo bisa ad live akustikan musik jd biar lebih rame lg, …";positive
Kopi tiramisunya enak, toast enak cuma agak kurang dikit tapi overall enak, tempatnya yg outdoor nyaman cuman gatau ini emang banyak nyamuk apa cuma pas ini aja, saran aja yg diluar dikasih kek ultraviolet yg buat lalat itu keknya bisa biar …;positive
"Tempatnya luas, makanannya enak
Suka sekut jellynya 🫶🏻
Cuma minus kalau duduk diluar agak panas aja …";positive
tempat nyaman, namun makanan kurang nendang.. semoga kedepannya bisa diimprove untuk makanannya terutama makanan promo;negative
Semua menu unik blm saya coba, karna cuman pengen ngopi.. dan ternyata kopix enak banget. Mau Panas ato dingin.. mantul pokoky👍😘👍;positive
Tempat nya bagus, kopi enak..tapi ac nya kurang dingin..mgkn karena jumlahnya jg ngga banyak..;neutral
Bagian luar dan bawah mobil lumayan bersih tapi di dalam atau di dashboard nya tidak di bersihkan atau lupa masih banyak debu nya,. Dan tempat tunggu nya  agak kurang kecuali kita di dalam cafe;negative
Enak,ga mahal, tempat baguss .;positive
Dapat rekomendasi dari driver yang mengantar saya ke Palangkaraya, makanya begitu sampai di penginapan langsung makan siang dan pesan ojek online minta diantar kesini. Lokasinya ternyata tidak begitu jauh dari tempat menginap sehingga …;neutral
Ga tau sih, tapi sepertinya bakal langganan.. 😍 …;positive
Dari jam 8.30 baru keluar semua makanan nya 9.30;negative
Pelayanannya buruk, staf terkesan tidak ramah dan seperti tidak peduli dengan pelanggan. Selain itu, musik yang diputar tidak enak didengar, sampai bikin kepala pusing. Saya harap ke depannya bisa ada perbaikan dalam pelayanan dan pemilihan musik agar pelanggan merasa nyaman.;negative
Makanan dan snacknya enak, harganya terjangkau, pelayanannya juga ramah. Waktu pelayanannya lebih dipercepat lagi yaa, antara barista sama kitchen oper orderannya kroscek lagi biar ga pending lama. Klo bisa kita self service ambil sendiri …;positive
Biasa aja, lama antar makananya, tdk di sebutkan estimasi waktunya juga.;negative
"Biasa nya aku pesen isi nya full
Karna emang sering pesen fore
Ini isi nya dikit …";negative
"Pagi-pagi pengen ngopi santai, bingung mau kemana. Ini tempat yang pas gais. Dapat promo juga kalau datang pagi.
Ada makanan berat juga, ga hanya cemilan. …";positive
"Semua okeeeeeee.
Pas dtg kesini pertama kali nyoba2 sihhh.
Alhamdulillah ga menyesal. …";positive
Sekedar masukan, kalo ada kursi yg penuh tolong sampaikan lewat abang parkirnya ketika kastamer baru sampai. Jadi biar gak sia² ketika lagi pengen dine in. Sempat bingung cari tempat duduk, terpaksa duduk di property didepan. Karena gak …;neutral
Secara keseluruhan baik , saya datang untuk menghadiri event , tempat parkir yg kecil menjadi salah satu permasalahan nya, semoga kedepan bisa lebih berkembang;positive
Kualitas pelayanan sangat bad, mungkin oknum yaaaa, tapi yang namanya kerja di pelayanan, harus good attitude dongg 🥲 …;negative
pelayanannya ga banget,kasirnya ga ramah.;negative
Orderan suka telat atau bahkan kayanya kelupaan karna lamaaaa bgt dtgnya pas ditanyain ulang bru dtg. Menu makanan masih kurang variatif, tp minumannya enak kok. Tempatnya cozy, ada live music tiap malem minggu. Kalo mau kesini malem minggu harus datang awal bgt yah karna tempat ini lumayan digemari dedek2 karna harganya yg murah;negative
"LAMA BANGET PLS nunggu ber jam-jam
makanan tak kunjung datang.";negative
Kalau kopinya sich nga perlu diragukan lagi..tapi kayanya harus ada pembaharuan tempat,semisal kaya dikasih pendingin(AC)...terutama dilantai 2,biar pengunjung betah ...sekian;neutral
Parkir luas, ada meja kursi outdoor, suasana di indoor agak panas, dan musik terlalu keras sehingga ngobrol kurang nyaman. Untuk menu udah lumayan, kopinya enak, camilan juga decent, dan harga cukup terjangkau.;neutral
"Menarik. Menu yang ditawarkan seperti kedai kopi lain, tetapi ada beberapa signature dish. Bisa memilih ruangan ber-AC atau tidak.
Jika suatu saat ingin dilakukan peningkatan, mungkin area luar di bagian belakang bisa lebih dikelola sebab banyak nyamuk dan serangga.";positive
Alangkah lebih baik jika proses penyajian makanan beratnya (nasi, mie, spageti) dipercepat. Untuk rasa enak 👍 …;positive
Risolnya enak, ga pelit sayur dan isiannya ga kering, jadi masih berasa sayurannya.;positive
"Tempat nyaman, bersih, cozy dan estetik
Menu sama dgn neverland 1
Pertahankan kualitas ya";positive
"Tempat nya enak, tapi yang melayani nya ga enak, penjual seperti tidak butuh pembeli.
Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …";negative
Dimsum Mentai : enak, padat, namun saus mentainya agak pedas;positive
Pembuatan Asal Asalan, Seal tidak rapat, dikocok jadi tumpah kemana mana;negative
"Suka bgt sama tempatnya, menu juga oke semua. ☕️
Spot foto juga bagus. Cuman kalau siang panas bgt👌🏻 …";positive
Satenya asin banget, leci tea hambar, harga gak sesuai sma omongan di awal;negative
Selama stay di kalteng kurang lebih setahun udah nyobain beberapa coffe shop yang ada disini, karna aku lumayan picky untuk urusan kopi dan syukurnya aku ketemu sama coffeshop ini …;positive
Tempatnya bagus sih, wifinya ga ada ya? Setidaknya kalau wifi ga ada, bisa kalii ditambah beberapa permainan misalnya kartu ToD atau uno;neutral
Pesan ayam rica-rica yg datang lebih byk tulangan ayam drpd daging ayamnya, maaf boleh diperbaiki kualitas menu ayam rica2nya, rasanya enak cuman disayangkan pas makan berasa makan tulang semua.;negative
"Bukan untuk yang kelaperan dan buru-buru.
Nikmati kopinya... ngobrol bersama teman/keluarga sembari menunggu makanan disiapkan bisa mengurangi rasa bosen/lama menunggu makanan kita siap.";neutral
Kurang puas mobil masih kotor dan ada tambahan baretnya padahal lumayan bayarnya, tolong ditingkatkan lagi🙏 …;negative
"Saya tidak akan komplain ttg makanan, namun soal pelayanannya.
Kami datang berempat. Pesan 4 main course, 3 snack, 1 dessert, 6 minuman (sudah dobel check kalau masih ada). …";negative
Rasa bintang lima, harga kaki lima 👍🏼 …;positive
Keramahan saya acungkan jempol;positive
Untuk makanannya enak, namun dari segi pelayanan kurang ramah.. Semoga ke depan lebih baik lagi…;negative
Suasananya panas ngga disediakan kipaa angin untuk yang outdoor.;negative
Kafe 24 jam, harga minuman nya rata rata diatas 22rb.;neutral
Pelayanannya ramah. Anjing ownernya gumush banget, boleh dielus-elus (tapi biasakan izin dulu sebelum elus-elus/ambil foto peliharaan orang lain ya);positive
"Take a way 1 gelas kopi lewat aplikasi nunggu hampir 20 menit
Padahal waktu itu gak banyak orang
Ayo mba2 yang cantik yg krja dsna jgn byk ngobrol/ghibah..";negative
Pelayanan paling buruk, hampir dua jam baru selesai pesanan saya. Sangat aneh, kami yang pertama order kok bisa bisanya membuat pesanan untuk orang lain, apa lagi wanita. Memang tim pelayanan paling buruk;negative
Gk sempat foto kopinya, tapi americanonya lumayan;neutral
Untuk minumannya lumayan enak, harga standar, tapi untuk pelayanannya bisa diperbaiki. Karena kemaren pesen kopi aja buat 3 orang lebih setengah jam menunggu, ternyata setelah dikonfirmasi pesanannya sudah dibuat tapi ga diantar (terjadi …;negative
"Positif : Pegawainya ramah, minumannya enak.
Netral : Bagi pecinta kucing pasti betah karena banyak kucing, tapi bagi yang gak begitu suka bakal sebaliknya. …";positive
"Cocok untuk tempat hangout &
Sudah sering kesini";positive
Parkiran tolong diperhatikan lagi, kalo gak ada lahan parkir mending pindah. Baret mobil saya  di dempet2 Ama kang parkir. Layanan cashiernya gak bersahabat banget. Tapi gpp ketolong Ama makanannya yang enak. PR banget buat Parkirnya. Sekarang kalo kesana pake motor, tapi gak bisa rame2 Ama temen. Huh;negative
kopinya enak, ga kemanisan dan bukan rasa gula hihi.. tempatnya juga lumayaan buat menyendiri dan ngerjain tugas, cuman mungkin karena deket jalan jadi motor sering bikin polusi suara. tutupnya sampai jam 22.00 😥 …;positive
dari jaman saya pacaran sampai nikah paling suka kesini karena suasana dan makanannya enak. terutama beans disini yg paling enak, tapi hari ini saya pesan americano take away malah diinput caramel macchiato. sedih saya karna maunya americano disini enak sekali. karna saya buru-buru jadi saya gak bisa nunggu untuk pesan lagi;negative
Pelayanan untuk para Ojol sangat lama dan padal pelayanan banyak,tapi banyak santai;negative
Tepat nya kurang besar ...meja yg di dalam juga sedikit...;negative
Terus mba kasir dan mas kasirnya ketawa2 krna teman saya duduk di kursi dan kursinya patah, kita tau kita salah tapi ga seharusnya diketawain hehe ga sopan;negative
"Es Kopi Susu Rum paling juara 🔥
Update feb 2022, harga ada sedikit kenaikan namun rasa malah berkurang …";negative
"Luar biasa..
Makanannya enak..
Tempatnya vibes banget.. …";positive
Pelayanan cepat ga harus nggu lama wlpun bnyk tamu... karyawannya ramah dan sopan.. untuk suasana bagus apa lagi ada renovasi makin bnyak tmpt dduk...;positive
Datang pas awal2 buka, jadi masih rame2 orang dan kalo duduk di dalam ac nya gak terlalu berasa, tapi gak papa lah, untuk makanan dan minumannya ya standar lah karna kan tergantung masing2 selera orang, sedikit masukan aja paling tambahin mic aja buat manggil2 cust biar gak habis suara karyawannya karena faktor lumayan bising lah;neutral
"Lumayan enak mkn di sini,nongkrong juga enak.
Tapi sayang mie hainan dan sambel nya terasa asin sekali.Menu cafe dan resto jadi utk makanan berat nya porsi nya sedikit bgtz.Klo KopiTiam di luar daerah berlimpah 😁😁.
🙏🏻🙏🏻";negative
Suka bgtt ke sini karena suasananya, makanannya enak2, suka karena cafe nya ga terlalu terang😅 cocok buat kaum introvert kek saya😁🤡 …;positive
Senang banget, bisa meeting dengan kawan kawan;positive
Cafe yg buka sampai subub jam 4, cocok nongki ramai2 dgn tmn.;positive
Hanya 1 Item makanan,  30 menit;negative
All goods. Tapi kenapa tiba2 banyak nyamuk yang dekat toilet? Sangat mengganggu saat kerja 😅 Mungkin bisa dicek lagi, kalo udah oke will give 5 stars soon …;negative
Ada roti, kopi, non cofee. Jam 9 kesini buat santai sudah buka. Karena gak bisa minum kopi jadi pesen peach lechy yakult. Enakk seger;positive
Semua tempat itu unit,tapi yang lebih spesial itu ketika aku duduk bersamamu disini. …;neutral
Second time for visit, comforting cafe so far. Ambience nya tenang, cocok buat yg ga suka keramaian. Selalu order kebab di sini, rasa nya selalu sama dari pertama kali nyoba. Menurut ku kebab nya beda dari kebab pada umumnya. Bener-bener …;positive
"good place, good beverages.
harga standar
tinggal nambah ac sama partisi kaca sih";positive
Udh 4x kali makan kesini karna enak, udah ngajakin pasangan, trus ngajakin kluarga jugaaa.  Next ngajakin circle2 lainnnn.. Favoritooo aku itu mie ayam jamur. Enyaakk;positive
kids playground nya sih yang jadi pembeda.. secara pribadi saya kurang cocok dengan taste kopinya, tapi kalo ajak anak-anak memang tempat ini jadi salah satu yang ada dalam daftar untuk didatangi.;positive
Hampir sejam baru selesai. Pesan manuka americano, jadinya americano biasa. Hadeh;negative
Spaghetti sama minumannya enak, tapi ayam cabe ijonya mungkin bisa ditingkatkan lagi kualitasnya;negative
makanan nya enak tapi sayur nya kurang fresh, minuman nya enak tapi ada kecoa di dinding;negative
"Pineapple punch nya segar..
Cireng nya enak";positive
"Menu variatif.
Makanannya enak² dan porsinya porsi kenyang maksimal.
Pelayanan ramah dan cepat.";positive
Coffeshop nya bagus, tpi sayang ada beberapa jamet kampungan main ml gatau tempat smpai teriak” ganggu orang yg lagi nongkrong sama ngerjain tugas di situ. Kalo main ml nya biasa ga smpe teriak” gpp, ini malah teriak anarkis kaya kebun …;positive
"1. Buka Pagi sd Malam
2. Ada outdoor dan indoor
3. Sangat bersih tersedia tempat cuci tangan, dsb
4. Indoor sangat sejuk dan harum
5. Plihan menu banyak mulai dari kopi,non-kopi,boba, dan macam"" teh.
6. Karyawan rapi bersih dan ramah";positive
Seharusnya hanya bayar 50rb utk mobil kecil, tapi diminta biaya tambahan 30rb (up 60% dari harga asli) dengan alasan mobil sangat kotor (padahal menurut saya normal2 saja), krn dijanjikan akan benar2 bersih, saya oke saja. Tapi ternyata …;negative
menu makanan sudah sangat variatif, tapi utk minuman kurang variatif, agar ditambah teh atau jeruk hangat, maklum konsumen ada yg kadang tidak suka kopi dan minuman dingin;positive
Tempatnya strategis pas dipinggir jalan nyai udang,sayang kurang luas aja sich;neutral
Udah reservasi buat ngerjain tugas .. eh malah meja reservasi kami yang lagi kami dudukin, di over ke orang lain padahal kami masih duduk disitu , Harusnya orang yang mau reservasi di arahkan ke meja lain yang kosong.;negative
"Suasananya oke ada smoking room nya juga
Untuk harga si lumayan pricey kalo untuk anak kuliahan";neutral
Kemaren pas datang ke sini cuman bisa jajan minumannya aja, makannanya sold alias gak bisa di pesan, sayang sekali sihh. …;neutral
NUNGGU PESANAN NASI GORENG TAGUK HA DAN KOPI HITAM MANIS BEGITU LAMA.;negative
rasa tahu nya aneh;negative
Lokasi strategis dan nyaman, harga lumayan murah;positive
Tempat Duduknya di Outdoor kurang nyaman;negative
"Nyuci mobil sambil nongki di G. Obos
Mantuullll";positive
"Saya kasih 4 stars dl ya......bcoz....
Kalo untuk pelayanan dan kecepatan penyajian ok banget👍 but..........
Kita pesen mix plater isinya ayam, kentang dan sosis... tp kentangnya digigit …";positive
"Makanannya lama sekali, sampai2 ada yg lgs ninggalin makanannya tp blg2 lagi
Hrsnya pemiliknya stand by apalagi msh awal pembukaann
Yg dtg msh review jd byk penilaian";negative
rasa kopinya kuto harganya desooooooo;positive
Makanan & minuman lumayan enak, cuman tolong kursi di indoor jgn terlalu mepet;positive
Taste wise, enak2 masakannya. Beli sup iga dan ayam sambal mattah. Trs juga ada BONELESS chicken wings, tapi datangnya kok sayap DENGAN TULANG? Boneless artinya kan tidak pake tulang? “Oh tapi kita jualnya memang begitu kak”. Ya kali kalo gt diganti aja nama menunya kak, jangan pake kata2 boneless, misleading banget 🙏;negative
menyala 15K, sering” kasih promo ya 🙏🏻 …;positive
Sebarnya nuansanya enak di alam gitu tapi sayangnya untuk rasa dan varian menunya masih kurang;neutral
"Baristanya kaya Chicho jericho, dabest mas Ilham kumis

Eko tolong dijaga jangan sampai hayal lirik cekew teru …";neutral
Pesanan sama LaMocha  kalau ga salah, yang datang berbeda satunya gelas agak gede ada kopinya, satunya cuma susu coklat, nambah cleo sebiji 9k ngasih 50k diminta 1k dikasih 51k dibalikin 40k cmiiw, tempat bagus, pelayanan oke kurang fokus saja 😎🙏 …;negative
perbanyak spot fotonya aja biar tmbh rame;neutral
Area smoking ber ac, nyaman, bersih, tiap tempat duduk ada colokan tapi cuma satu tempat colok, jadi harus bawa terminal kalau mau mabar, ada wifi.;positive
"Makanannya sukakkkk
Apalagi matchanya fav bgt bnr bnr asli matcha yang ga dibkin manis 😍
Tapi kalau udh jam 8an ke atas ga wort it buat ngerjakan tugas karna cafenya …";positive
Bau pup kucing;negative
"hati2 yg mau cuci mobil di sini❗️
lebih berhati2 kalau menaruh barang berharga/uang didalam mobil❗️
baru sore ini cuci mobil disini salah satu pegawainya berani ambil uang di dalam …";negative
"Bagus strategis cuman musiknya di malming bising buanget sesuaikan sama nama cafenya dong kan namanya ada kata ""waltz"" itu kan musik2 tempo dulu ya jenis2 musik dansa, lah ini tereak2 sampe kita ngobrol sm temen2 ikutan tereak2 jg...wedewww...";negative
"Kopinya lumayan, harga juga bersaing, parkirnya besar..

Kucingnya gendut2 dan sehat.. …";positive
Makanan minuman lumayan ok lah;positive
Maaf, layanan untuk kaka waiters perempuan yg berkaca mata kurang ramah dan tidak menjelaskan minuman yg di bawa. Terima kasih;negative
Enak bangt cemilan semua pass bangat di lidah harga bersahabat ya teman;positive
Cafe outdoor lumayan rame juga;neutral
"Suka Es Kopi Susu Taguk Ha nya . Harga bersahabat . Area cukup luas untuk tempat duduk banyak pilihan dengan tema yang berbeda-beda .
Selalu ramai tiap akhir pekan";positive
Menunggu 30 menit untuk TA 2 minuman dan 1 toast.. sayangnya kembalian 1000 ganti permen..  👎 …;negative
"Pelayanan sangat baik, lebih baik dari pada staf2 KFC.
Apa lgi kk yg berkerudung berkacamata sangat baik, sopan dan frendly, btw untuk suasana cafe sebenarnya nyama2 aja.. terkesan sangat simple malah, tpi gak ada masalah karna bersih dan sejuk (indornya), ini salah satu coffee shop yg sering gw datengin.. 👌👌 …";positive
Parkir luas, ada outdoor pake AC, indoor pake kipas jadi kalo siang gak panas gitu, ada makanan/cemilannya+pelayannya ramah;positive
24 jam ! kalo di usir dari rumah bisa disini 🐷🗿✨ …;neutral
"Tempat bertemakan jepang, space luas.
Varian menu cukup banyak, makanan berat juga banyak. Rasa Minuman & makanan standar. Kurang pas buat yg mau sambil kerja lama bawa laptop krn colokan susah.";neutral
Bagus aja;positive
Ruang nyaman, bersih, ada ruang merokok, ruang 2 lantai. Tempat parkir luas. Harga sekitar 30-50k. Agak mahal. Tidak ada kartu, atau permainan papan.;neutral
Bagus tempatnya, kopinya kurang creamy , curos nya kurang garing diluar kurang lembut di dalam, trlalu mahal buat rasa kopi biasa aja;negative
pelayannya kurang;negative
Makanan dan cemilannya enak tapi pelayanannya lumayan lama, untuk bagian penyajian minuman.;neutral
Makanan dan cemilannya enak tapi pelayanannya lumayan lama, untuk bagian penyajian minuman.;neutral
rasa minuman enak, barista ramah, signature menu enak, tempatnya nyaman cuma kalo siang bagian smoking area agak panas tapi ada kipas, untuk nugas lumayan enak tempatnya, colokan untuk charge ada cuma kurang banyak, tapi tetep worth it soalnya harganya termasuk murah;positive
"Bagian resevasinya misscom sama kasir
Ntah yg mana yg benar
Pdahal sudah kasih deposit sebelumnya …";negative
untuk makanan nya yang di iklan briyani ga sesuai;negative
Makanannya enak2 apa lagi bakwan sayur dan pisang goreng madunya rekom banget.;positive
Porsi bakmi & pangsitnya banyak tapi untuk rasanya tergantung selera masing2 ya , untuk saya pribadi  8/10 …;positive
"Saya makan nasi goreng mahardika,kopi susu dan air mineral terus sampai di kasir byarnya 265.000,
Ternyata semua org dalam ruangan smooking room itu masuk bill saya, mohon kedepannya di perbaikin yaa";negative
Pelayanan Oke;positive
Nganter makanan nya ga ikhlas muka nya cemberut. Nganter minum langsung dari tangan tanpa nampan;negative
Makanan ambil sendiri,;neutral
"Kopi sundul best seller ⭐⭐⭐⭐⭐
Pas buat nongkrong pagi, sore atau malam hari..
Minusnya tempat parkir kurang luas,..";positive
Minumannya enak dan menu NW Noodlesnya bisa request sesuai keinginan saya waktu itu. Saya ga nyangka cafe se-fancy ini bisa buka 24 jam. Di kota lain belum tentu ada yang kayak begini. …;positive
Layanan kurang bagus masa menunggu pesanan aja  lama,;negative
Baru pertama kali jadi belum bisa komentar apa-apa;neutral
pemaksaan pulang padahall hujan;negative
"Makanan beratnya gak ada.
Mungkin lebih hidup jika ada live musicnya";negative
Kesasar nyari makan kesini, syukurnya ada menu makanan seperti ayam ori. Ya tempatnya lumayan asyik, cuma saat itu tidak tersedia air mineral.;positive
Enak dan sesuai harga...;positive
Masih perlu dibenahi;negative
Apotik tutup ga ada obat;neutral
Kesini karna deket dari rumah. Aku sebenernya ga mempermasalahkan harga dan rasa;neutral
"nyaman sekali tempatnya,mungkin bisa di perbaiki lagi untuk pelayanan
orderan bisa di antar ke pemesan";neutral
Lebih diperhatikan lagi, untuk waktu tunggu pesanan yang dibawa pulang;negative
Kalo bisa pintu depan diperbaiki.. agar tidak jd pusat perhatian pas kebanting;neutral
"makanannya enak. suasananya enak. beberapa waiters sm kasirnya aja ga enak.  bahkan pembeli yang bilang makasih aja ga dibls apalagi suruh senyum. mungkin lelah kebanyakan tamu ya, tp bukan sekali dua kali. sarannya jgn pilih2 tamu yg diramahin. ""your smile awesome"" ceunah🤭 …";negative
Rekomendasi;positive
Ga rekomended bagi sya pelayanannya buruk;negative
Aku sama teman-teman ku duduk di dekat kasir yg bagian pinggir, jujur bau saluran pembuangan nya ganggu banget. Semoga pihak manajemen lebih memperhatikan lagi. Untuk affogato nya enak, kmren ice cream nya coklat krna vanilla nya habis/kosong rasanya ga terlalu manis dan ga eneg.;negative
"Rasa, kualitas dan aromanya buat siapa saja tergoda untuk mampir ke ABS.

Price : 18k - 65k";positive
di meja paling ujung deket toilet kerasa bauuu toiletnyaa, dijaga kebersihannyaa!;negative
"Sangat sangat Sangatttttttt Mengecewakan Pelayanan sangat Jelek.
pesanan sangat lama,nunggu hampir 2 jam baru dibikinkan padahal keadaan cafe tidak terlalu ramai.bahkan kasir tidak ada rasa bersalah atau meminta maaf sama …";negative
Rasa lumayan tapi lamaaaaaaaaaaaa bangettt.. buat perbaikan aja supaya pelayanannya bisa lebih cpt, yg ounya maag tak saranin jangan kesini;negative
Banyak event² diselenggarakan di sini jadinya seru. Kalau soal makanan sih standar aja.;neutral
"makanan enak , tmptnya bersih dan luas
sayang klo siang panas bgt dsitu kecuali d ruangan berACnya";neutral
Tempat nyaman, makanan enak 👌. Pelayanan agak lambat walaupun ga lambat bener, padahal situasi agak sepi. …;positive
